"File Path: E:\Ravesh\FRR-Software-Interface\GUI\EmbeddedSystems\MTS\Soft Grasper\Mckibben_plus_soft_jaw\Test Run 58 02-23-25 11 13 10 AM\DAQ- Time, … - (Timed).csv   "
"Test: Compression_ramp_hold_test_Clay"
"Test Run: Test Run 58"
"Date: 2/23/2025 11:05:06 AM"
""
""
"Time ","_Load ","_Extension "
"sec","N","mm"
"13.7950000762939","-0.0331700220704079","0.00498453800901189"
"13.8950004577637","-0.0343660973012447","0.0202941901079612"
"13.9949998855591","-0.0360409989953041","0.0312296542688273"
"14.0950002670288","-0.0370120145380497","0.0423685705754906"
"14.1949996948242","-0.0381865426898003","0.0521850597579032"
"14.2950000762939","-0.038956593722105","0.0631205257377587"
"14.3950004577637","-0.0402128808200359","0.072479248046875"
"14.4949998855591","-0.041489165276289","0.082906088209711"
"14.5950002670288","-0.04287114366889","0.0927734363358468"
"14.6949996948242","-0.0438203401863575","0.102844242064748"
"14.7950000762939","-0.0441336371004581","0.113016765681095"
"14.8950004577637","-0.0458663776516914","0.122273762826808"
"14.9949998855591","-0.0462709553539753","0.133005785755813"
"15.0950002670288","-0.0472736209630966","0.142517092172056"
"15.1949996948242","-0.0476782470941544","0.153096523717977"
"15.2950000762939","-0.0485328994691372","0.162760421517305"
"15.3950004577637","-0.0495913662016392","0.172831219970249"
"15.4949998855591","-0.0494855158030987","0.182952891918831"
"15.5950002670288","-0.0509158633649349","0.19256591622252"
"15.6949996948242","-0.0521366223692894","0.203247080207802"
"15.7950000762939","-0.0518863461911678","0.212554936297238"
"15.8950004577637","-0.0524605214595795","0.223032635403797"
"15.9949998855591","-0.0522547923028469","0.232696533203125"
"16.0949993133545","-0.0530124828219414","0.243021655478515"
"16.1949996948242","-0.052324466407299","0.252990721492097"
"16.2950000762939","-0.0528915375471115","0.262298592133448"
"16.3950004577637","-0.0534138791263103","0.272878009127453"
"16.4950008392334","-0.0536282993853092","0.282491062534973"
"16.5949993133545","-0.0544398911297321","0.293273944407701"
"16.6949996948242","-0.0556099936366081","0.302581785945222"
"16.7950000762939","-0.0560940392315388","0.312703457893804"
"16.8950004577637","-0.0576217696070671","0.322875974234194"
"16.9950008392334","-0.058574803173542","0.33259074552916"
"17.0949993133545","-0.0608891136944294","0.343221036018804"
"17.1949996948242","-0.0610954873263836","0.35237631527707"
"17.2950000762939","-0.0628082826733589","0.36310832365416"
"17.3950004577637","-0.0641771480441093","0.372568785678595"
"17.4950008392334","-0.0654081106185913","0.382944766897708"
"17.5949993133545","-0.0670866146683693","0.392812100471929"
"17.6949996948242","-0.0682814791798592","0.402526871766895"
"17.7950000762939","-0.0706651359796524","0.412953697377816"
"17.8950004577637","-0.0722755491733551","0.422414159402251"
"17.9950008392334","-0.0733094215393066","0.43319704127498"
"18.0949993133545","-0.074071541428566","0.442606629803777"
"18.1949996948242","-0.0738499090075493","0.452880864031613"
"18.2950000762939","-0.0800029039382935","0.462646508822218"
"18.3950004577637","-0.083411805331707","0.472666433779523"
"18.4950008392334","-0.0823500975966454","0.483144132886082"
"18.5949993133545","-0.0818857103586197","0.492452003527433"
"18.6949996948242","-0.0866836234927177","0.5029805470258"
"18.7950000762939","-0.0884199738502502","0.512542726937681"
"18.8950004577637","-0.0876718685030937","0.523223890922964"
"18.9950008392334","-0.0903106853365898","0.532887817826122"
"19.0949993133545","-0.0922444835305214","0.542500813025981"
"19.1949996948242","-0.0878091678023338","0.552927667740732"
"19.2950000762939","-0.0910559147596359","0.562540721148252"
"19.3950004577637","-0.092507466673851","0.573272700421512"
"19.4950008392334","-0.0915415436029434","0.582580571062863"
"19.5949993133545","-0.0974577888846397","0.593058299273252"
"19.6949996948242","-0.10186655074358","0.60272216796875"
"19.7950000762939","-0.103774793446064","0.612792966421694"
"19.8950004577637","-0.101104058325291","0.623016385361552"
"19.9950008392334","-0.103736147284508","0.632476818282157"
"20.0949993133545","-0.110786460340023","0.643208855763078"
"20.1949996948242","-0.113407835364342","0.652567541692406"
"20.2950000762939","-0.119243942201138","0.663147016894072"
"20.3950004577637","-0.114206157624722","0.672709138598293"
"20.4950008392334","-0.117682203650475","0.682729121763259"
"20.5949993133545","-0.118256375193596","0.692901608999819"
"20.6949996948242","-0.111269503831863","0.702514662407339"
"20.7950000762939","-0.117047995328903","0.713195826392621"
"20.8950004577637","-0.112093098461628","0.72255457052961"
"20.9950008392334","-0.130196765065193","0.7329813670367"
"21.0949993133545","-0.124537616968155","0.742645293939859"
"21.1949996948242","-0.127801448106766","0.752970401663333"
"21.2950000762939","-0.134240284562111","0.762888637837023"
"21.3950004577637","-0.141925752162933","0.772450759541243"
"21.4950008392334","-0.145440369844437","0.782979361247271"
"21.5949993133545","-0.146183535456657","0.792541541159153"
"21.6949996948242","-0.147568613290787","0.803120958153158"
"21.7950000762939","-0.1524907797575","0.812530517578125"
"21.8950004577637","-0.154872849583626","0.822804810013622"
"21.9950008392334","-0.157522633671761","0.832672114484012"
"22.0949993133545","-0.161370620131493","0.84264122415334"
"22.1949996948242","-0.165173426270485","0.853118894156069"
"22.2950000762939","-0.168380126357079","0.862477638293058"
"22.3950004577637","-0.172734543681145","0.873057055287063"
"22.4950008392334","-0.172870263457298","0.882466672919691"
"22.5949993133545","-0.177852675318718","0.892995216418058"
"22.6949996948242","-0.181888952851295","0.902862579096109"
"22.7950000762939","-0.186050176620483","0.912475632503629"
"22.8950004577637","-0.189015999436378","0.922953302506357"
"22.9950008392334","-0.192326620221138","0.932617229409516"
"23.0949993133545","-0.195250391960144","0.943196646403521"
"23.1949996948242","-0.199974253773689","0.952351896557957"
"23.2950000762939","-0.204902052879333","0.962829624768347"
"23.3950004577637","-0.20793442428112","0.972646113950759"
"23.4950008392334","-0.211631640791893","0.982869532890618"
